df_FS1_10HZ_ML,df_PS2_100HZ_ML,df_profile_ML,time,sin_time,cos_time
7.701,130.45,100,42.5,1.0,-7.354070601250002e-16
8.091,130.38,73,42.6,0.9980267284282716,-0.06279051952931375
7.863,130.38,73,42.7,0.9921147013144779,-0.12533323356430426
7.741,130.38,73,42.8,0.9822872507286894,-0.1873813145857208
7.867,130.26,73,42.9,0.9685831611286313,-0.2486898871648541
7.76,130.31,73,43.0,0.9510565162951539,-0.3090169943749464
8.021,130.54,73,43.1,0.9297764858882519,-0.36812455268467664
7.943,130.27,73,43.2,0.9048270524660188,-0.42577929156507427
7.664,130.26,73,43.3,0.8763066800438646,-0.48175367410171344
7.898,130.41,73,43.4,0.8443279255020164,-0.5358267949789945
7.837,130.46,73,43.5,0.8090169943749491,-0.5877852522924708
7.991,130.56,80,43.6,0.770513242775789,-0.63742398974869
7.86,130.28,80,43.7,0.7289686274214116,-0.6845471059286887
7.691,130.39,80,43.8,0.6845471059286915,-0.7289686274214089
7.963,130.3,80,43.9,0.6374239897486903,-0.7705132427757888
7.808,130.23,80,44.0,0.587785252292474,-0.8090169943749468
7.877,130.54,80,44.1,0.5358267949789979,-0.8443279255020143
7.829,130.35,80,44.2,0.4817536741017137,-0.8763066800438645
7.737,130.25,80,44.3,0.4257792915650746,-0.9048270524660186
8.154,130.18,80,44.4,0.3681245526846803,-0.9297764858882505
7.806,130.41,80,44.5,0.3090169943749468,-0.9510565162951538
7.758,130.49,90,44.6,0.24868988716485446,-0.9685831611286312
7.846,130.34,90,44.7,0.18738131458572466,-0.9822872507286887
7.699,130.38,90,44.8,0.12533323356430814,-0.9921147013144773
8.089,130.33,90,44.9,0.06279051952931412,-0.9980267284282716
7.899,130.21,90,45.0,1.102182119232618e-15,-1.0
7.793,130.55,90,45.1,-0.06279051952931192,-0.9980267284282717
7.843,130.27,90,45.2,-0.12533323356430598,-0.9921147013144777
7.643,130.16,90,45.3,-0.1873813145857225,-0.982287250728689
7.986,130.54,90,45.4,-0.24868988716485232,-0.9685831611286317
7.845,130.46,90,45.5,-0.3090169943749447,-0.9510565162951544
7.654,130.41,100,45.6,-0.36812455268467825,-0.9297764858882513
7.934,130.38,100,45.7,-0.4257792915650726,-0.9048270524660196
7.796,130.51,100,45.8,-0.48175367410171177,-0.8763066800438655
7.955,130.51,100,45.9,-0.535826794978996,-0.8443279255020155
7.869,130.45,100,46.0,-0.5877852522924722,-0.8090169943749481
7.626,130.67,100,46.1,-0.6374239897486885,-0.7705132427757901
7.99,130.41,100,46.2,-0.68454710592869,-0.7289686274214103
7.835,130.28,100,46.3,-0.72896862742141,-0.6845471059286903
8.009,130.59,100,46.4,-0.7705132427757876,-0.6374239897486917
7.926,130.23,100,46.5,-0.8090169943749478,-0.5877852522924726
7.689,130.43,100,46.6,-0.8443279255020152,-0.5358267949789963
7.989,130.31,100,46.7,-0.8763066800438636,-0.4817536741017153
7.879,130.3,100,46.8,-0.9048270524660178,-0.42577929156507627
7.916,130.41,100,46.9,-0.9297764858882511,-0.3681245526846787
7.835,130.21,100,47.0,-0.9510565162951532,-0.3090169943749485
7.637,130.46,100,47.1,-0.9685831611286307,-0.24868988716485624
7.986,130.41,100,47.2,-0.982287250728689,-0.18738131458572296
7.838,130.31,100,47.3,-0.9921147013144775,-0.12533323356430645
7.756,130.48,100,47.4,-0.9980267284282714,-0.06279051952931596
7.924,130.26,100,47.5,-1.0,-2.939771298590236e-15
7.683,130.41,100,47.6,-0.9980267284282716,0.06279051952931364
8.102,130.41,73,47.7,-0.9921147013144779,0.12533323356430415
7.821,130.43,73,47.8,-0.9822872507286894,0.1873813145857207
7.827,130.41,73,47.9,-0.9685831611286313,0.248689887164854
7.941,130.02,73,48.0,-0.951056516295154,0.3090169943749463
7.648,130.36,73,48.1,-0.929776485888252,0.36812455268467653
7.969,130.47,73,48.2,-0.9048270524660188,0.42577929156507416
7.881,130.3,73,48.3,-0.8763066800438647,0.4817536741017133
7.738,130.59,73,48.4,-0.8443279255020165,0.5358267949789944
7.881,130.31,73,48.5,-0.8090169943749471,0.5877852522924736
7.799,130.25,73,48.6,-0.7705132427757891,0.6374239897486899
8.148,130.57,80,48.7,-0.7289686274214117,0.6845471059286886
7.854,130.28,80,48.8,-0.6845471059286916,0.7289686274214088
7.693,130.3,80,48.9,-0.6374239897486904,0.7705132427757887
9.565,130.13,80,49.0,-0.5877852522924741,0.8090169943749467
10.323,127.1,80,49.1,-0.5358267949789979,0.8443279255020143
9.354,126.28,80,49.2,-0.4817536741017138,0.8763066800438644
8.579,125.96,80,49.3,-0.4257792915650747,0.9048270524660186
8.472,125.79,80,49.4,-0.3681245526846804,0.9297764858882505
8.128,125.59,80,49.5,-0.3090169943749503,0.9510565162951526
8.139,125.38,80,49.6,-0.2486898871648546,0.9685831611286312
7.954,125.35,90,49.7,-0.18738131458572477,0.9822872507286886
8.154,125.42,90,49.8,-0.12533323356430828,0.9921147013144773
7.964,125.29,90,49.9,-0.06279051952931425,0.9980267284282716
7.744,125.34,90,50.0,-1.2246467991473533e-15,1.0
8.0,125.16,90,50.1,0.06279051952931179,0.9980267284282717
7.896,125.19,90,50.2,0.12533323356430584,0.9921147013144777
7.846,125.39,90,50.3,0.18738131458572238,0.9822872507286892
7.923,124.95,90,50.4,0.2486898871648522,0.9685831611286317
7.788,125.06,90,50.5,0.30901699437494795,0.9510565162951534
8.053,125.32,90,50.6,0.36812455268467814,0.9297764858882513
7.871,125.09,100,50.7,0.4257792915650725,0.9048270524660196
7.734,125.14,100,50.8,0.4817536741017117,0.8763066800438656
8.038,125.1,100,50.9,0.5358267949789959,0.8443279255020155
7.833,125.31,100,51.0,0.5877852522924693,0.8090169943749502
7.749,125.29,100,51.1,0.6374239897486885,0.7705132427757903
7.905,125.06,100,51.2,0.6845471059286898,0.7289686274214104
7.676,125.38,100,51.3,0.72896862742141,0.6845471059286904
8.056,125.48,100,51.4,0.7705132427757898,0.6374239897486891
7.926,125.14,100,51.5,0.8090169943749457,0.5877852522924756
7.733,125.27,100,51.6,0.8443279255020152,0.5358267949789964
8.005,125.23,100,51.7,0.8763066800438652,0.4817536741017123
7.887,125.13,73,51.8,0.9048270524660192,0.42577929156507316
7.849,125.24,73,51.9,0.9297764858882498,0.36812455268468214
7.91,125.13,73,52.0,0.9510565162951532,0.3090169943749486
7.806,125.23,73,52.1,0.9685831611286316,0.24868988716485294
8.055,125.52,73,52.2,0.9822872507286883,0.18738131458572657
7.902,125.27,73,52.3,0.9921147013144771,0.1253332335643101
7.659,125.38,73,52.4,0.9980267284282713,0.06279051952931608
7.873,125.31,73,52.5,1.0,-4.904777002955296e-16
7.829,125.32,73,52.6,0.9980267284282718,-0.06279051952930996
7.827,125.55,73,52.7,0.9921147013144779,-0.125333233564304
7.824,125.34,80,52.8,0.9822872507286895,-0.18738131458572058
7.779,125.34,80,52.9,0.9685831611286314,-0.24868988716485388
8.087,125.27,80,53.0,0.9510565162951529,-0.30901699437494956
7.928,125.3,80,53.1,0.929776485888252,-0.3681245526846764
7.774,125.44,80,53.2,0.9048270524660189,-0.42577929156507405
7.97,125.3,80,53.3,0.8763066800438647,-0.4817536741017132
7.769,125.14,80,53.4,0.8443279255020146,-0.5358267949789973
8.001,125.61,80,53.5,0.8090169943749492,-0.5877852522924706
7.896,125.22,80,53.6,0.7705132427757891,-0.6374239897486897
7.698,125.24,80,53.7,0.7289686274214092,-0.6845471059286911
7.953,125.27,90,53.8,0.6845471059286891,-0.7289686274214111
7.902,125.4,90,53.9,0.6374239897486932,-0.7705132427757864
7.804,125.4,90,54.0,0.5877852522924742,-0.8090169943749467
7.973,125.06,90,54.1,0.535826794978995,-0.8443279255020161
7.772,125.24,90,54.2,0.48175367410171704,-0.8763066800438626
7.978,125.48,90,54.3,0.42577929156507804,-0.904827052466017
7.921,125.26,90,54.4,0.36812455268468053,-0.9297764858882503
7.709,125.14,90,54.5,0.309016994374947,-0.9510565162951538
7.983,125.18,90,54.6,0.24868988716485815,-0.9685831611286303
7.867,125.39,90,54.7,0.1873813145857249,-0.9822872507286886
7.753,125.41,100,54.8,0.1253332335643084,-0.9921147013144773
7.908,125.16,100,54.9,0.06279051952931436,-0.9980267284282714
7.752,125.08,100,55.0,4.899825157862589e-15,-1.0
8.022,125.3,100,55.1,-0.06279051952931168,-0.9980267284282717
7.881,125.16,100,55.2,-0.12533323356430573,-0.9921147013144777
7.709,125.27,100,55.3,-0.18738131458572224,-0.9822872507286892
8.016,125.16,100,55.4,-0.24868988716485554,-0.968583161128631
7.874,125.24,100,55.5,-0.30901699437494445,-0.9510565162951545
7.869,125.29,100,55.6,-0.36812455268467803,-0.9297764858882513
7.885,125.06,100,55.7,-0.4257792915650756,-0.9048270524660181
7.754,125.21,100,55.8,-0.4817536741017147,-0.8763066800438639
8.034,125.37,73,55.9,-0.5358267949789928,-0.8443279255020175
7.904,125.13,73,56.0,-0.587785252292472,-0.8090169943749482
7.703,125.29,73,56.1,-0.6374239897486911,-0.770513242775788
7.917,125.16,73,56.2,-0.6845471059286872,-0.728968627421413
7.902,125.21,73,56.3,-0.7289686274214074,-0.6845471059286931
7.846,125.35,73,56.4,-0.7705132427757875,-0.6374239897486919
7.881,125.08,73,56.5,-0.8090169943749477,-0.5877852522924728
7.737,125.11,73,56.6,-0.8443279255020132,-0.5358267949789995
8.046,125.12,73,56.7,-0.8763066800438635,-0.48175367410171555
7.775,125.19,73,56.8,-0.9048270524660177,-0.4257792915650765
7.73,125.48,80,56.9,-0.929776485888251,-0.3681245526846789
8.006,125.09,80,57.0,-0.9510565162951542,-0.3090169943749454
7.864,125.1,80,57.1,-0.9685831611286306,-0.2486898871648565
7.859,125.31,80,57.2,-0.9822872507286889,-0.1873813145857232
7.911,125.03,80,57.3,-0.9921147013144775,-0.1253332335643067
7.739,125.11,80,57.4,-0.9980267284282716,-0.06279051952931265
8.004,125.19,80,57.5,-1.0,-3.1847006584197066e-15
7.857,125.16,80,57.6,-0.9980267284282716,0.06279051952931339
7.684,125.27,80,57.7,-0.9921147013144774,0.12533323356430742
7.971,125.06,80,57.8,-0.9822872507286888,0.18738131458572393
7.829,125.01,90,57.9,-0.9685831611286323,0.24868988716485033
7.907,125.27,90,58.0,-0.951056516295154,0.30901699437494606
7.885,125.27,90,58.1,-0.9297764858882508,0.3681245526846796
7.68,125.01,90,58.2,-0.9048270524660205,0.4257792915650707
7.98,125.16,90,58.3,-0.8763066800438665,0.48175367410171
7.89,125.37,90,58.4,-0.8443279255020166,0.5358267949789942
7.744,125.27,90,58.5,-0.8090169943749472,0.5877852522924734
7.927,125.09,90,58.6,-0.7705132427757915,0.637423989748687
7.795,125.26,90,58.7,-0.7289686274214118,0.6845471059286884
7.908,125.47,90,58.8,-0.6845471059286918,0.7289686274214086
7.919,124.9,100,58.9,-0.6374239897486905,0.7705132427757886
7.743,125.32,100,59.0,-0.5877852522924771,0.8090169943749445
7.992,125.48,100,59.1,-0.5358267949789981,0.8443279255020141
7.919,125.19,100,59.2,-0.48175367410171405,0.8763066800438643
7.773,125.26,100,59.3,-0.42577929156507494,0.9048270524660185
7.955,125.21,100,59.4,-0.3681245526846773,0.9297764858882517
7.823,125.26,100,59.5,-0.3090169943749505,0.9510565162951525
7.963,125.22,100,59.6,-0.24868988716485482,0.9685831611286311
7.876,125.18,100,59.7,-0.18738131458572152,0.9822872507286893
7.738,125.34,100,59.8,-0.12533323356430498,0.9921147013144778
8.036,125.02,100,59.9,-0.06279051952931804,0.9980267284282712
8.919,125.06,100,60.0,-1.4695761589768238e-15,1.0
0.815,18.531,100,60.1,0.0627905195293151,0.9980267284282714
0.709,7.25,100,60.2,0.12533323356430207,0.9921147013144781
0.009,3.414,100,60.3,0.18738131458571863,0.9822872507286898
0.004,2.187,100,60.4,0.248689887164852,0.9685831611286319
0.0,1.492,100,60.5,0.30901699437494773,0.9510565162951535
0.001,1.125,100,60.6,0.3681245526846746,0.9297764858882528
0.0,0.836,100,60.7,0.42577929156507227,0.9048270524660197
0.0,0.68,100,60.8,0.4817536741017115,0.8763066800438657
0.001,0.602,100,60.9,0.5358267949789957,0.8443279255020156
0.008,0.422,73,61.0,0.5877852522924748,0.8090169943749462
0.0,0.406,73,61.1,0.6374239897486883,0.7705132427757904
0.001,0.43,73,61.2,0.6845471059286896,0.7289686274214106
0.003,0.25,73,61.3,0.7289686274214098,0.6845471059286905
0.004,0.219,73,61.4,0.7705132427757896,0.6374239897486892
0.0,0.195,73,61.5,0.8090169943749455,0.5877852522924758
0.001,0.094,73,61.6,0.8443279255020151,0.5358267949789967
0.004,0.078,73,61.7,0.8763066800438651,0.48175367410171255
0.003,0.094,73,61.8,0.9048270524660192,0.4257792915650734
0.0,0.117,73,61.9,0.9297764858882497,0.36812455268468236
0.0,0.039,80,62.0,0.9510565162951531,0.3090169943749489
0.0,0.086,80,62.1,0.9685831611286315,0.24868988716485316
0.001,0.055,80,62.2,0.9822872507286883,0.18738131458572682
0.0,0.0,80,62.3,0.9921147013144771,0.12533323356431034
0.0,0.0,80,62.4,0.9980267284282713,0.06279051952931632
0.001,0.0,80,62.5,1.0,-2.45548340466059e-16
0.0,0.055,80,62.6,0.9980267284282718,-0.06279051952930972
0.001,0.0,80,62.7,0.9921147013144779,-0.1253332335643038
0.003,0.0,80,62.8,0.9822872507286895,-0.18738131458572033
0.0,0.0,80,62.9,0.9685831611286314,-0.24868988716485363
0.0,0.0,90,63.0,0.9510565162951552,-0.30901699437494257
0.0,0.0,90,63.1,0.9297764858882521,-0.3681245526846762
0.001,0.0,90,63.2,0.904827052466019,-0.4257792915650738
0.001,0.0,90,63.3,0.8763066800438648,-0.481753674101713
0.001,0.0,90,63.4,0.8443279255020147,-0.5358267949789971
0.003,0.0,90,63.5,0.8090169943749493,-0.5877852522924705
0.001,0.0,90,63.6,0.7705132427757894,-0.6374239897486896
0.003,0.0,90,63.7,0.7289686274214094,-0.684547105928691
0.008,0.0,90,63.8,0.6845471059286893,-0.7289686274214109
0.0,0.0,90,63.9,0.6374239897486934,-0.7705132427757861
0.0,0.0,100,64.0,0.5877852522924744,-0.8090169943749466
0.001,0.0,100,64.1,0.5358267949790012,-0.8443279255020122
0.001,0.0,100,64.2,0.48175367410171727,-0.8763066800438625
0.003,0.0,100,64.3,0.42577929156507827,-0.9048270524660169
0.003,0.0,100,64.4,0.36812455268467414,-0.9297764858882529
0.004,0.0,100,64.5,0.30901699437494723,-0.9510565162951536
0.003,0.0,100,64.6,0.24868988716485838,-0.9685831611286302
0.0,0.0,100,64.7,0.18738131458572513,-0.9822872507286886
0.0,0.0,100,64.8,0.12533323356430864,-0.9921147013144773
0.0,0.0,100,64.9,0.06279051952931461,-0.9980267284282714
0.0,0.0,100,65.0,-1.9606728399089416e-15,-1.0
0.0,0.0,73,65.1,-0.06279051952931143,-0.9980267284282717
0.0,0.0,73,65.2,-0.12533323356430548,-0.9921147013144777
0.0,0.0,73,65.3,-0.18738131458572202,-0.9822872507286892
0.0,0.0,73,65.4,-0.2486898871648553,-0.968583161128631
0.001,0.0,73,65.5,-0.30901699437494423,-0.9510565162951546
0.003,0.0,73,65.6,-0.3681245526846712,-0.9297764858882541
0.003,0.0,73,65.7,-0.4257792915650754,-0.9048270524660182
0.0,0.0,73,65.8,-0.4817536741017145,-0.876306680043864
0.001,0.0,73,65.9,-0.5358267949789985,-0.8443279255020139
0.001,0.0,73,66.0,-0.5877852522924718,-0.8090169943749483
0.001,0.0,80,66.1,-0.6374239897486854,-0.7705132427757928
0.001,0.0,80,66.2,-0.684547105928687,-0.7289686274214131
0.001,0.0,80,66.3,-0.7289686274214072,-0.6845471059286932
0.001,0.0,80,66.4,-0.7705132427757918,-0.6374239897486866
0.001,0.0,80,66.5,-0.8090169943749475,-0.587785252292473
0.001,0.0,80,66.6,-0.8443279255020131,-0.5358267949789998
0.008,0.0,80,66.7,-0.8763066800438634,-0.48175367410171577
0.0,0.0,80,66.8,-0.9048270524660176,-0.4257792915650767
0.0,0.0,80,66.9,-0.9297764858882509,-0.36812455268467914
0.0,0.0,80,67.0,-0.951056516295152,-0.30901699437495234
0.0,0.0,90,67.1,-0.9685831611286306,-0.24868988716485674
0.0,0.0,90,67.2,-0.9822872507286889,-0.18738131458572346
0.0,0.0,90,67.3,-0.9921147013144775,-0.12533323356430695
0.003,0.0,90,67.4,-0.9980267284282716,-0.0627905195293129
0.004,0.0,90,67.5,-1.0,-3.4296300182491773e-15
0.001,0.0,90,67.6,-0.998026728428272,0.06279051952930605
0.001,0.0,90,67.7,-0.9921147013144774,0.12533323356430717
0.0,0.0,90,67.8,-0.9822872507286888,0.18738131458572369
0.0,0.0,90,67.9,-0.9685831611286305,0.24868988716485696
0.001,0.0,90,68.0,-0.9510565162951541,0.30901699437494584
0.003,0.0,100,68.1,-0.9297764858882535,0.36812455268467276
0.0,0.0,100,68.2,-0.9048270524660206,0.4257792915650705
0.0,0.0,100,68.3,-0.8763066800438666,0.4817536741017098
0.003,0.0,100,68.4,-0.844327925502013,0.535826794979
0.005,0.0,100,68.5,-0.8090169943749473,0.5877852522924732
0.0,0.0,100,68.6,-0.7705132427757917,0.6374239897486867
0.0,0.0,100,68.7,-0.728968627421412,0.6845471059286882
0.003,0.0,100,68.8,-0.684547105928692,0.7289686274214084
0.001,0.0,100,68.9,-0.6374239897486907,0.7705132427757884
0.003,0.0,100,69.0,-0.5877852522924716,0.8090169943749486
0.003,0.0,100,69.1,-0.5358267949789983,0.844327925502014
0.003,0.0,73,69.2,-0.48175367410171427,0.8763066800438641
0.0,0.0,73,69.3,-0.42577929156507516,0.9048270524660184
10.514,147.05,73,69.4,-0.3681245526846776,0.9297764858882516
18.712,137.48,73,69.5,-0.3090169943749507,0.9510565162951525
16.275,132.83,73,69.6,-0.24868988716486196,0.9685831611286293
14.172,129.39,73,69.7,-0.18738131458572177,0.9822872507286893
12.623,126.96,73,69.8,-0.12533323356430523,0.9921147013144777
11.409,124.94,73,69.9,-0.06279051952931118,0.9980267284282717
10.521,123.84,73,70.0,-1.7145055188062944e-15,1.0
9.761,122.93,73,70.1,0.06279051952930777,0.9980267284282719
9.342,122.12,80,70.2,0.12533323356430184,0.9921147013144781
8.964,121.6,80,70.3,0.1873813145857184,0.9822872507286898
8.874,121.18,80,70.4,0.24868988716485863,0.9685831611286302
8.564,120.95,80,70.5,0.30901699437494745,0.9510565162951535
8.172,120.66,80,70.6,0.36812455268467437,0.9297764858882528
8.407,120.46,80,70.7,0.42577929156507205,0.9048270524660198
8.22,120.49,80,70.8,0.48175367410171127,0.8763066800438658
8.119,120.44,80,70.9,0.5358267949789954,0.8443279255020159
8.151,119.91,80,71.0,0.5877852522924688,0.8090169943749506
7.911,120.02,80,71.1,0.6374239897486881,0.7705132427757906
8.141,120.26,90,71.2,0.6845471059286894,0.7289686274214108
7.969,120.1,90,71.3,0.7289686274214096,0.6845471059286907
7.896,120.13,90,71.4,0.7705132427757895,0.6374239897486894
8.041,120.08,90,71.5,0.8090169943749453,0.587785252292476
7.932,120.25,90,71.6,0.8443279255020111,0.5358267949790029
7.826,120.25,90,71.7,0.8763066800438649,0.48175367410171277
7.714,120.13,90,71.8,0.9048270524660191,0.4257792915650736
7.81,120.32,90,71.9,0.9297764858882522,0.368124552684676
8.089,120.52,90,72.0,0.951056516295153,0.3090169943749491
7.944,120.54,90,72.1,0.9685831611286297,0.2486898871648603
7.963,120.26,100,72.2,0.9822872507286882,0.18738131458572707
8.051,120.14,100,72.3,0.992114701314477,0.1253332335643106
7.966,120.36,100,72.4,0.9980267284282718,0.06279051952930947
8.093,120.34,100,72.5,1.0,-6.189806365883577e-19
8.029,120.24,100,72.6,0.9980267284282718,-0.06279051952930947
7.879,120.1,100,72.7,0.9921147013144779,-0.12533323356430354
8.104,119.92,100,72.8,0.9822872507286895,-0.18738131458572008
8.026,120.08,100,72.9,0.9685831611286315,-0.2486898871648534
7.954,120.07,100,73.0,0.951056516295153,-0.3090169943749491
7.869,119.94,100,73.1,0.9297764858882522,-0.368124552684676
7.82,120.05,100,73.2,0.9048270524660191,-0.4257792915650736
8.076,120.2,100,73.3,0.8763066800438649,-0.48175367410171277
8.026,120.04,100,73.4,0.8443279255020149,-0.5358267949789969
7.845,119.98,100,73.5,0.8090169943749496,-0.5877852522924703
8.082,119.91,100,73.6,0.770513242775794,-0.637423989748684
7.954,119.98,100,73.7,0.7289686274214096,-0.6845471059286907
7.933,120.12,100,73.8,0.6845471059286894,-0.7289686274214108
7.923,119.77,100,73.9,0.6374239897486881,-0.7705132427757906
7.831,120.06,100,74.0,0.5877852522924746,-0.8090169943749463
8.101,120.04,100,74.1,0.5358267949790014,-0.844327925502012
7.986,120.0,100,74.2,0.4817536741017175,-0.8763066800438624
7.813,119.99,100,74.3,0.4257792915650785,-0.9048270524660168
7.954,119.96,100,74.4,0.36812455268467437,-0.9297764858882528
7.826,120.02,100,74.5,0.30901699437494745,-0.9510565162951535
7.798,120.23,100,74.6,0.24868988716485863,-0.9685831611286302
7.737,120.1,100,74.7,0.18738131458572538,-0.9822872507286885
7.733,120.3,100,74.8,0.1253332335643089,-0.9921147013144772
8.246,120.38,100,74.9,0.06279051952931486,-0.9980267284282714
8.093,120.14,100,75.0,5.3896838775215305e-15,-1.0
7.898,120.18,100,75.1,-0.06279051952931118,-0.9980267284282717
8.099,119.88,100,75.2,-0.12533323356430523,-0.9921147013144777
7.921,119.96,100,75.3,-0.18738131458572177,-0.9822872507286893
8.028,120.28,100,75.4,-0.24868988716485507,-0.9685831611286311
7.896,119.98,100,75.5,-0.30901699437494395,-0.9510565162951546
7.82,120.08,100,75.6,-0.368124552684671,-0.9297764858882542
8.168,120.2,100,75.7,-0.42577929156507516,-0.9048270524660184
7.99,120.17,100,75.8,-0.48175367410171427,-0.8763066800438641
7.714,119.98,100,75.9,-0.5358267949789983,-0.844327925502014
7.999,119.88,100,76.0,-0.5877852522924716,-0.8090169943749485
7.865,120.08,100,76.1,-0.6374239897486853,-0.7705132427757929
8.033,120.16,100,76.2,-0.6845471059286867,-0.7289686274214133
7.926,119.84,100,76.3,-0.7289686274214071,-0.6845471059286934
7.818,120.02,100,76.4,-0.7705132427757917,-0.6374239897486867
8.091,120.05,100,76.5,-0.8090169943749473,-0.5877852522924732
7.958,119.94,100,76.6,-0.844327925502013,-0.535826794979
7.842,120.02,100,76.7,-0.8763066800438633,-0.481753674101716
7.844,119.94,100,76.8,-0.9048270524660175,-0.42577929156507693
7.859,120.07,100,76.9,-0.9297764858882508,-0.36812455268467936
8.062,120.02,100,77.0,-0.9510565162951541,-0.30901699437494584
7.898,119.76,100,77.1,-0.9685831611286305,-0.24868988716485696
7.754,119.89,100,77.2,-0.9822872507286888,-0.18738131458572369
7.967,119.89,100,77.3,-0.9921147013144774,-0.12533323356430717
7.894,120.02,100,77.4,-0.9980267284282716,-0.06279051952931314
7.959,120.09,100,77.5,-1.0,-3.674559378078648e-15
7.906,119.94,100,77.6,-0.998026728428272,0.06279051952930581
7.791,119.97,100,77.7,-0.9921147013144775,0.12533323356430695
8.087,120.02,100,77.8,-0.9822872507286889,0.18738131458572346
7.886,119.94,100,77.9,-0.9685831611286306,0.24868988716485674
7.816,120.13,100,78.0,-0.9510565162951542,0.3090169943749456
8.023,119.92,100,78.1,-0.9297764858882536,0.36812455268467253
7.933,120.04,100,78.2,-0.9048270524660207,0.4257792915650703
7.992,120.15,100,78.3,-0.8763066800438667,0.48175367410170955
7.848,119.7,100,78.4,-0.8443279255020131,0.5358267949789998
7.743,120.05,100,78.5,-0.8090169943749475,0.587785252292473
8.068,119.99,100,78.6,-0.7705132427757918,0.6374239897486866
7.988,119.91,100,78.7,-0.7289686274214121,0.6845471059286881
7.829,120.13,100,78.8,-0.6845471059286922,0.7289686274214082
7.909,120.05,100,78.9,-0.637423989748691,0.7705132427757883
4.85,120.0,100,79.0,-0.5877852522924776,0.8090169943749442
1.054,125.5,100,79.1,-0.5358267949789985,0.8443279255020139
4.855,128.18,100,79.2,-0.4817536741017145,0.876306680043864
5.939,129.26,100,79.3,-0.4257792915650754,0.9048270524660182
7.034,129.4,100,79.4,-0.3681245526846778,0.9297764858882515
6.841,130.17,100,79.5,-0.30901699437495095,0.9510565162951524
6.899,130.56,100,79.6,-0.24868988716486218,0.9685831611286292
7.756,130.69,100,79.7,-0.18738131458572202,0.9822872507286892
7.749,130.56,100,79.8,-0.12533323356430548,0.9921147013144777
7.793,130.77,100,79.9,-0.06279051952931143,0.9980267284282717
8.166,130.38,100,80.0,-1.959434878635765e-15,1.0
7.958,130.21,100,80.1,0.06279051952930752,0.9980267284282719
8.084,130.38,100,80.2,0.1253332335643016,0.9921147013144782
8.024,130.06,100,80.3,0.18738131458571816,0.9822872507286899
7.768,130.13,100,80.4,0.24868988716485838,0.9685831611286302
7.856,129.96,100,80.5,0.30901699437494723,0.9510565162951536
7.678,130.18,100,80.6,0.36812455268467414,0.9297764858882529
8.048,130.17,100,80.7,0.4257792915650718,0.9048270524660199
7.934,130.17,100,80.8,0.48175367410171105,0.8763066800438659
7.741,130.38,100,80.9,0.5358267949789952,0.844327925502016
7.899,130.28,100,81.0,0.5877852522924744,0.8090169943749466
7.707,130.25,100,81.1,0.6374239897486879,0.7705132427757907
7.963,130.36,100,81.2,0.6845471059286893,0.7289686274214109
7.773,130.41,100,81.3,0.7289686274214094,0.684547105928691
7.89,130.3,100,81.4,0.7705132427757894,0.6374239897486896
7.873,130.08,100,81.5,0.8090169943749452,0.5877852522924761
7.751,130.3,100,81.6,0.844327925502011,0.5358267949790031
8.093,130.44,100,81.7,0.8763066800438648,0.481753674101713
7.938,130.23,100,81.8,0.904827052466019,0.4257792915650738
7.9,130.39,100,81.9,0.9297764858882521,0.3681245526846762
7.738,130.23,100,82.0,0.951056516295153,0.30901699437494934
7.649,130.04,100,82.1,0.9685831611286296,0.2486898871648605
7.95,130.13,100,82.2,0.9822872507286882,0.1873813145857273
7.808,130.23,100,82.3,0.992114701314477,0.12533323356431084
7.864,130.34,100,82.4,0.9980267284282718,0.06279051952930972
7.814,130.13,100,82.5,1.0,2.443103791928823e-16
7.721,130.21,100,82.6,0.9980267284282718,-0.06279051952930922
8.124,130.18,100,82.7,0.992114701314478,-0.1253332335643033
7.761,130.25,100,82.8,0.9822872507286896,-0.18738131458571985
8.032,130.43,100,82.9,0.9685831611286315,-0.24868988716485316
7.877,130.18,100,83.0,0.9510565162951553,-0.3090169943749421
7.733,130.31,100,83.1,0.9297764858882522,-0.36812455268467575
7.936,130.05,100,83.2,0.9048270524660192,-0.4257792915650734
7.722,130.04,100,83.3,0.8763066800438651,-0.48175367410171255
7.966,130.18,100,83.4,0.8443279255020151,-0.5358267949789967
7.859,130.15,100,83.5,0.8090169943749497,-0.58778525229247
7.712,130.41,100,83.6,0.7705132427757941,-0.6374239897486838
7.771,130.18,100,83.7,0.7289686274214098,-0.6845471059286905
7.643,130.12,100,83.8,0.6845471059286896,-0.7289686274214106
8.023,130.23,100,83.9,0.6374239897486883,-0.7705132427757904
7.814,130.2,100,84.0,0.5877852522924748,-0.8090169943749462
7.796,130.3,100,84.1,0.5358267949790017,-0.8443279255020119
7.789,130.1,100,84.2,0.4817536741017177,-0.8763066800438623
7.745,130.34,100,84.3,0.4257792915650787,-0.9048270524660167
8.153,130.18,100,84.4,0.3681245526846746,-0.9297764858882528
7.933,130.12,100,84.5,0.30901699437494773,-0.9510565162951535
7.863,130.38,100,84.6,0.24868988716485885,-0.9685831611286301
7.868,130.09,100,84.7,0.18738131458572563,-0.9822872507286885
7.632,130.19,100,84.8,0.12533323356430912,-0.9921147013144772
7.869,130.26,100,84.9,0.0627905195293151,-0.9980267284282714
7.791,130.13,100,85.0,-1.4708141202500005e-15,-1.0
